__________________________________________________
idx: 1089-134686-0000
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
9	EACH▁	EACH▁	EACH▁	null	0.96	0.0	1.0
10	STO	STO	STO	null	1.0	0.0	1.0
11	RY▁	RY▁	RY▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0020
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THEN▁	THEN▁	THEN▁	null	0.83	0.0	0.92
1	HE▁	HE▁	HE▁	null	0.89	0.0	1.0
2	AP	AP	AP	null	1.0	0.0	1.0
3	PRO	PRO	PRO	PRO	0.75	0.0	0.75
4	A	A	A	null	0.96	0.0	0.99
5	CH	CH	CH	YOU	1.0	0.0	0.77
6	ED▁	ED▁	ED▁	null	1.0	0.0	0.26
7	IT▁	IT▁	IT▁	null	1.0	0.0	1.0
8	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
9	ST	ST	ST	null	0.99	0.0	1.0
10	AND	AND	AND	null	1.0	0.0	0.73
11	ING▁	ING▁	ING▁	null	0.87	0.0	1.0
12	ON▁	ON▁	ON▁	null	1.0	0.0	1.0
13	TI	TI	TI	null	0.97	0.0	1.0
14	P	P▁	P▁	P	0.81	0.01	0.96
15	WITH▁	TO	TO	null	0.99	0.0	0.97
16	HIS▁	S	S	S	0.48	0.44	0.58
17	NE	N	N	null	0.92	0.0	0.47
18	C	C	C	C	0.44	0.0	0.9
19	K▁	HA	ED▁	HA	0.47	0.83	0.25
20	NED▁	P	P	C	0.7	0.01	0.6
21	HE▁	H	P	H	0.85	0.86	0.27
22	LOOKED▁	'	'	'	0.94	0.4	0.89
23	INTO▁	INTO▁	INTO▁	null	0.58	0.0	1.0
24	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
25	ROOM▁	ROOM▁	ROOM▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0021
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THERE▁	THERE▁	THERE▁	null	1.0	0.0	0.96
1	IS▁	IS▁	IS▁	null	1.0	0.0	1.0
2	NO▁	NO▁	NO▁	null	1.0	0.0	1.0
3	O	O	O	null	0.98	0.0	1.0
4	PEN	PEN	PEN	null	1.0	0.0	1.0
5	ING▁	ING▁	ING▁	null	1.0	0.0	0.97
6	EX	EX	EX	null	1.0	0.0	1.0
7	C	C	C	null	1.0	0.0	0.84
8	E	E	E	null	1.0	0.0	0.96
9	P	P	P	P	1.0	0.0	0.49
10	T▁	T▁	T▁	null	1.0	0.0	0.74
11	THE▁	THE▁	THE▁	null	0.94	0.0	1.0
12	ONE▁	ONE▁	ONE▁	null	0.95	0.0	1.0
13	P	PA	PA	null	0.98	0.0	1.0
14	E▁	IN▁	IN▁	null	0.97	0.0	1.0
15	SAID▁	SAID▁	SAID▁	null	1.0	0.0	1.0
16	OUR▁	OUR▁	OUR▁	null	0.98	0.0	0.97
17	LE	LE	LE	null	1.0	0.0	1.0
18	AR	AR	AR	null	1.0	0.01	0.48
19	NED▁	NED▁	NED▁	null	1.0	0.04	0.7
20	GU	GU	GU	null	1.0	0.0	1.0
21	I	I	I	null	1.0	0.0	0.62
22	DE▁	DE▁	DE▁	null	0.89	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0022
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	I▁	I▁	I▁	null	0.95	0.0	1.0
1	AM▁	AM▁	AM▁	null	1.0	0.0	1.0
2	A	A	A	null	1.0	0.0	1.0
3	F	F	F	null	1.0	0.0	1.0
4	RA	RA	RA	null	1.0	0.0	1.0
5	I	I	I	null	0.99	0.0	1.0
6	D▁	D▁	D▁	null	1.0	0.0	0.9
7	THERE▁	THERE▁	THERE▁	null	1.0	0.0	1.0
8	ARE▁	ARE▁	ARE▁	null	1.0	0.0	1.0
9	NO▁	NO▁	NO▁	null	0.93	0.0	1.0
10	SI	SI	SI	null	1.0	0.0	0.99
11	G	G	G	null	0.89	0.0	1.0
12	N	N	N	null	0.99	0.0	0.86
13	S▁	S▁	S▁	null	1.0	0.0	0.61
14	HERE▁	HERE▁	HERE▁	null	1.0	0.0	1.0
15	SAID▁	SAID▁	SAID▁	null	0.99	0.0	1.0
16	HE▁	HE▁	HE▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0023
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	ONE▁	ONE▁	ONE▁	null	1.0	0.0	1.0
1	COULD▁	COULD▁	COULD▁	null	1.0	0.0	1.0
2	HAR	HAR	HAR	null	0.99	0.0	1.0
3	D	D	D	null	1.0	0.0	1.0
4	LY▁	LY▁	LY▁	null	1.0	0.0	0.96
5	HO	HO	HO	null	0.97	0.0	1.0
6	P	P	P	null	0.97	0.0	1.0
7	E▁	E▁	E▁	null	1.0	0.0	0.99
8	FOR▁	FOR▁	FOR▁	null	1.0	0.0	1.0
9	ANY▁	ANY▁	ANY▁	null	0.7	0.0	1.0
10	UPON▁	UPON▁	UPON▁	null	1.0	0.0	1.0
11	SO▁	SO▁	SO▁	null	0.99	0.0	1.0
12	D	D	D	null	1.0	0.0	0.97
13	RY▁	RY▁	RY▁	null	1.0	0.0	0.97
14	A▁	A▁	A▁	null	1.0	0.0	0.97
15	DAY▁	DAY▁	DAY▁	null	1.0	0.0	0.99
==================================================

__________________________________________________
idx: 1580-141083-0024
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	YOU▁	YOU▁	YOU▁	null	0.93	0.0	1.0
1	LEFT▁	LEFT▁	LEFT▁	null	0.66	0.0	1.0
2	HIM▁	HIM▁	HIM▁	null	1.0	0.0	0.99
3	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
4	A▁	A▁	A▁	null	1.0	0.0	0.99
5	CH	CH	CH	null	1.0	0.0	1.0
6	AIR▁	AIR▁	AIR▁	null	1.0	0.0	1.0
7	YOU▁	YOU▁	YOU▁	null	1.0	0.0	0.99
8	SAY▁	SAY▁	SAY▁	null	1.0	0.0	0.98
9	WHICH▁	WHICH▁	WHICH▁	null	0.98	0.0	1.0
10	CH	CH	CH	null	0.75	0.0	0.99
11	AIR▁	AIR▁	AIR▁	null	0.87	0.0	0.99
12	BY▁	BY▁	BY▁	null	1.0	0.0	1.0
13	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
14	W	W	W	null	1.0	0.0	1.0
15	IN	IN	IN	null	0.81	0.0	1.0
16	DO	DO	DO	null	1.0	0.0	1.0
17	W▁	W▁	W▁	null	0.81	0.0	0.99
18	THERE▁	THERE▁	THERE▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0025
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THE▁	THE▁	THE▁	null	0.93	0.0	0.99
1	MAN▁	MAN▁	MAN▁	null	0.66	0.0	1.0
2	EN	EN	EN	null	1.0	0.0	1.0
3	TER	TER	TER	null	1.0	0.0	1.0
4	ED▁	ED▁	ED▁	null	1.0	0.0	1.0
5	AND▁	AND▁	AND▁	null	0.85	0.0	1.0
6	TOOK▁	TOOK▁	TOOK▁	null	0.96	0.0	1.0
7	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
8	PA	PA	PA	null	1.0	0.0	1.0
9	PER	PER	PER	null	0.99	0.0	0.96
10	S▁	ES▁	ES▁	ES▁	0.84	0.0	0.9
11	S	S	S	null	0.81	0.0	1.0
12	HE	HE	HE	null	0.99	0.0	1.0
13	ET▁	ET▁	ET▁	null	0.4	0.0	0.97
14	BY▁	BY▁	BY▁	null	1.0	0.0	1.0
15	S	S	S	null	0.99	0.0	1.0
16	HE	HE	HE	null	1.0	0.0	1.0
17	ET▁	ET▁	ET▁	null	0.93	0.0	0.97
18	FROM▁	FROM▁	FROM▁	null	1.0	0.0	1.0
19	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
20	CENT	CENT	CENT	null	0.99	0.0	1.0
21	R	R	R	null	0.8	0.0	1.0
22	AL▁	AL▁	AL▁	null	0.99	0.0	0.94
23	T	T	T	null	1.0	0.0	1.0
24	ABLE▁	ABLE▁	ABLE▁	null	0.88	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0026
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	AS▁	AS▁	AS▁	null	1.0	0.0	0.98
1	A▁	A▁	A▁	null	1.0	0.0	1.0
2	MATTER▁	MATTER▁	MATTER▁	null	1.0	0.0	1.0
3	OF▁	OF▁	OF▁	null	1.0	0.0	1.0
4	FA	FA	FA	null	1.0	0.0	1.0
5	C	C	C	null	0.96	0.0	1.0
6	T▁	T▁	T▁	null	0.72	0.0	0.97
7	HE▁	HE▁	HE▁	null	1.0	0.0	1.0
8	COULD▁	COULD▁	COULD▁	null	1.0	0.0	1.0
9	NOT▁	NOT▁	NOT▁	null	1.0	0.0	1.0
10	SAID▁	SAID▁	SAID▁	null	0.54	0.0	1.0
11	SO	S	S	null	0.98	0.0	0.79
12	AM	AL	AL	AL	0.59	0.0	0.31
13	ES▁	V	V	DE	0.92	0.09	0.27
14	ES▁	AN	AN	AN	0.54	0.37	0.54
15	FOR▁	Y	C	Y	0.26	1.0	0.45
16	FOR▁	'	'	'	0.88	1.0	0.66
17	FOR▁	S▁	S▁	null	0.88	0.0	1.0
18	I▁	I▁	I▁	null	0.52	0.0	1.0
19	EN	EN	EN	null	0.92	0.0	0.99
20	TER	TER	TER	null	0.97	0.0	1.0
21	ED▁	ED▁	ED▁	null	1.0	0.0	0.99
22	BY▁	BY▁	BY▁	null	1.0	0.0	1.0
23	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
24	SIDE▁	SIDE▁	SIDE▁	null	1.0	0.0	1.0
25	DOOR▁	DOOR▁	DOOR▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0027
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HOW▁	HOW▁	HOW▁	null	0.71	0.0	0.99
1	LONG▁	LONG▁	LONG▁	null	0.76	0.0	1.0
2	WOULD▁	WOULD▁	WOULD▁	null	0.41	0.0	0.83
3	IT▁	TAKE▁	TAKE▁	null	1.0	0.0	1.0
4	HIM▁	HIM▁	HIM▁	null	1.0	0.0	0.95
5	TO▁	TO▁	TO▁	null	1.0	0.0	0.99
6	DO▁	DO▁	DO▁	null	1.0	0.0	1.0
7	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
8	US	US	US	null	1.0	0.0	1.0
9	ING▁	ING▁	ING▁	null	1.0	0.0	1.0
10	EVERY▁	EVERY▁	EVERY▁	null	1.0	0.0	1.0
11	POSSIBLE▁	POSSIBLE▁	POSSIBLE▁	null	0.99	0.0	1.0
12	CON	CON	CON	null	1.0	0.0	0.99
13	TRA	TRA	TRA	TRA	0.99	0.0	0.7
14	C	C	C	null	1.0	0.01	0.97
15	TION▁	TION▁	TION▁	null	0.99	0.0	0.98
16	A▁	A▁	A▁	null	0.98	0.0	1.0
17	QU	QU	QU	null	1.0	0.0	1.0
18	AR	AR	AR	null	1.0	0.0	0.98
19	TER▁	TER▁	TER▁	null	1.0	0.0	0.92
20	OF▁	OF▁	OF▁	null	0.72	0.0	0.97
21	AN▁	AN▁	AN▁	null	0.97	0.0	1.0
22	H	H	H	null	1.0	0.0	1.0
23	OUR▁	OUR▁	OUR▁	null	1.0	0.0	1.0
24	NOT▁	OR▁	OR▁	null	0.76	0.0	1.0
25	NOT▁	NOT▁	NOT▁	null	0.99	0.0	1.0
26	LESS▁	LESS▁	LESS▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0028
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THEN▁	THEN▁	THEN▁	null	1.0	0.0	0.99
1	HE▁	HE▁	HE▁	null	1.0	0.0	1.0
2	TO	TO	TO	null	1.0	0.0	1.0
3	S	S	S	null	1.0	0.0	0.98
4	S	S	S	null	1.0	0.0	0.28
5	ED▁	ED▁	ED▁	TI	1.0	0.01	0.19
6	IT▁	IT▁	IT▁	null	1.0	0.0	0.88
7	DOWN▁	DOWN▁	DOWN▁	null	1.0	0.0	1.0
8	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
9	SE	SE	SE	null	1.0	0.0	1.0
10	IZED▁	IZED▁	IZED▁	null	0.67	0.0	1.0
11	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
12	NEXT▁	NEXT▁	NEXT▁	null	1.0	0.0	0.99
==================================================

__________________________________________________
idx: 1580-141083-0029
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HE▁	HE▁	HE▁	null	1.0	0.0	0.99
1	WAS▁	WAS▁	WAS▁	null	0.94	0.0	1.0
2	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
3	THE▁	THE▁	THE▁	null	0.78	0.0	1.0
4	MI	MI	MI	null	1.0	0.0	1.0
5	D	D	D	null	1.0	0.0	1.0
6	ST▁	ST▁	ST▁	null	1.0	0.0	1.0
7	OF▁	OF▁	OF▁	null	0.98	0.0	1.0
8	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
9	WHEN▁	WHEN▁	WHEN▁	null	1.0	0.0	1.0
10	YOUR▁	YOUR▁	YOUR▁	null	0.84	0.0	1.0
11	RE	RE	RE	null	1.0	0.0	1.0
12	TUR	TUR	TUR	null	0.78	0.0	1.0
13	N▁	N▁	N▁	null	0.86	0.0	1.0
14	CA	CA	CA	null	1.0	0.0	1.0
15	USED▁	USED▁	USED▁	null	0.99	0.0	1.0
16	HIM▁	HIM▁	HIM▁	null	1.0	0.0	1.0
17	TO▁	TO▁	TO▁	null	1.0	0.0	0.99
18	MAKE▁	MAKE▁	MAKE▁	null	1.0	0.0	1.0
19	A▁	A▁	A▁	null	1.0	0.0	1.0
20	VERY▁	VERY▁	VERY▁	null	1.0	0.0	1.0
21	HU	HU	HU	null	1.0	0.0	1.0
22	R	R	R	null	1.0	0.0	1.0
23	RI	RI	RI	null	1.0	0.0	0.96
24	ED▁	ED▁	ED▁	null	0.93	0.0	0.9
25	RE	RE	RE	null	1.0	0.0	0.99
26	T	T	T	null	1.0	0.0	1.0
27	RE	RE	RE	null	0.9	0.0	0.65
28	AT▁	AT▁	AT▁	null	1.0	0.0	0.88
29	VERY▁	VERY▁	VERY▁	null	0.99	0.0	1.0
30	HU	HU	HU	null	0.97	0.0	1.0
31	R	R	R	null	0.52	0.0	1.0
32	RI	RI	RI	null	1.0	0.0	0.96
33	ED▁	ED▁	ED▁	null	1.0	0.0	0.92
34	SINCE▁	SINCE▁	SINCE▁	null	1.0	0.0	1.0
35	HE▁	HE▁	HE▁	null	0.62	0.0	1.0
36	HAD▁	HAD▁	HAD▁	null	0.57	0.0	1.0
37	NOT▁	NOT▁	NOT▁	null	1.0	0.0	1.0
38	TIME▁	TIME▁	TIME▁	null	0.95	0.0	1.0
39	TO▁	TO▁	TO▁	null	0.98	0.0	1.0
40	RE	RE	RE	null	1.0	0.0	0.99
41	PLACE▁	PLACE▁	PLACE▁	PLACE▁	1.0	0.0	0.84
42	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
43	PA	PA	PA	null	0.98	0.0	1.0
44	PER	PER	PER	null	1.0	0.0	1.0
45	S▁	S▁	S▁	null	1.0	0.0	0.91
46	WHICH▁	WHICH▁	WHICH▁	null	0.99	0.0	1.0
47	WOULD▁	WOULD▁	WOULD▁	null	1.0	0.0	1.0
48	TELL▁	TELL▁	TELL▁	null	1.0	0.0	1.0
49	YOU▁	YOU▁	YOU▁	null	1.0	0.0	1.0
50	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
51	HE▁	HE▁	HE▁	null	1.0	0.0	1.0
52	HAD▁	HAD▁	HAD▁	null	0.84	0.0	1.0
53	BEEN▁	BEEN▁	BEEN▁	null	0.99	0.0	1.0
54	THERE▁	THERE▁	THERE▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0030
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	MISTER▁	MISTER▁	MISTER▁	null	0.63	0.0	1.0
1	SO	P	P	null	0.4	0.0	0.9
2	AM	AL	AL	AL	0.6	0.0	0.92
3	ES▁	MO	MO	MO	0.5	0.93	0.56
4	WAS▁	Y	ON▁	Y	0.45	1.0	0.49
5	WAS▁	AL	E▁	AL	0.26	1.0	0.42
6	WAS▁	S▁	S▁	null	0.48	0.68	0.31
7	SO	SO	SO	null	1.0	0.0	1.0
8	ME	ME	ME	null	1.0	0.0	0.99
9	WHAT▁	WHAT▁	WHAT▁	null	0.97	0.01	0.96
10	OVER	OVER	OVER	null	0.93	0.0	0.99
11	W	W	W	null	1.0	0.0	0.57
12	HE	HE	HE	null	0.68	0.0	0.88
13	L	L	L	LL	1.0	0.01	0.55
14	M	M	M	EN	1.0	0.0	0.37
15	ED▁	ED▁	ED▁	'	1.0	0.04	0.26
16	BY▁	BY▁	BY▁	null	1.0	0.0	0.99
17	THIS▁	THIS▁	THIS▁	null	1.0	0.0	0.99
18	F	F	F	null	1.0	0.0	0.99
19	LO	LO	LO	null	1.0	0.0	0.98
20	O	O	O	null	1.0	0.0	0.8
21	D▁	D▁	D▁	I	1.0	0.09	0.24
22	OF▁	OF▁	OF▁	null	1.0	0.0	0.73
23	IN	IN	IN	null	1.0	0.0	0.99
24	FOR	FOR	FOR	null	1.0	0.0	0.91
25	M	M	M	null	1.0	0.0	0.93
26	ATION▁	ATION▁	ATION▁	null	0.99	0.0	0.56
==================================================

__________________________________________________
idx: 1580-141083-0031
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HO	HO	HO	null	0.97	0.0	0.9
1	L	L	L	L	0.83	0.0	0.83
2	A▁	AN	S▁	AN	0.29	0.58	0.36
3	SMALL▁	AL	S▁	AL	0.99	1.0	0.54
4	CH	BY▁	P	BY▁	0.59	1.0	0.31
5	WITH▁	WITH▁	WITH▁	null	1.0	0.0	1.0
6	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
7	LE	LE	LE	null	1.0	0.0	0.99
8	T	T	T	null	1.0	0.0	0.91
9	TER	TER	TER	AT	1.0	0.05	0.17
10	S▁	S▁	S▁	R	0.99	0.13	0.68
11	N▁	IN▁	IN▁	null	0.96	0.0	0.99
12	AND▁	AND▁	AND▁	null	0.99	0.0	0.96
13	A▁	THE▁	THE▁	null	0.81	0.0	1.0
14	SP	SP	SP	null	1.0	0.0	0.99
15	AC	AC	AC	null	1.0	0.0	1.0
16	E▁	E▁	E▁	null	0.83	0.0	0.67
17	OF▁	OF▁	OF▁	null	0.99	0.0	0.98
18	CL	CL	CL	null	1.0	0.0	0.99
19	EAR▁	EAR▁	EAR▁	null	0.73	0.0	1.0
20	WOOD	WOOD	WOOD	null	1.0	0.0	1.0
21	▁	▁	▁	null	0.73	0.0	1.0
22	AFTER▁	AFTER▁	AFTER▁	null	1.0	0.0	1.0
23	THEM▁	THEM▁	THEM▁	null	1.0	0.0	0.99
24	YOU▁	YOU▁	YOU▁	null	0.99	0.0	0.99
25	SEE▁	SEE▁	SEE▁	null	1.0	0.0	0.99
==================================================

__________________________________________________
idx: 1580-141083-0032
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	W	W	W	null	0.99	0.0	0.95
1	AT	AT	AT	null	0.74	0.0	0.89
2	SON▁	SON▁	SON▁	TA	0.44	0.52	0.45
3	I▁	I▁	I▁	null	0.98	0.0	1.0
4	HAVE▁	HAVE▁	HAVE▁	null	1.0	0.0	1.0
5	ALWAYS▁	ALWAYS▁	ALWAYS▁	null	0.8	0.0	1.0
6	D	D	D	null	1.0	0.0	1.0
7	ONE▁	ONE▁	ONE▁	null	1.0	0.0	1.0
8	YOU▁	YOU▁	YOU▁	null	1.0	0.0	1.0
9	AN▁	AN▁	AN▁	null	0.59	0.0	1.0
10	IN	IN	IN	null	1.0	0.0	1.0
11	JU	JU	JU	null	1.0	0.0	0.99
12	ST	ST	ST	null	0.97	0.0	0.99
13	ICE▁	ICE▁	ICE▁	null	0.76	0.0	0.92
14	THERE▁	THERE▁	THERE▁	null	1.0	0.0	1.0
15	ARE▁	ARE▁	ARE▁	null	0.67	0.0	1.0
16	O	O	O	null	0.95	0.0	1.0
17	TH	TH	TH	null	1.0	0.0	0.99
18	ERS▁	ERS▁	ERS▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0033
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	I▁	I▁	I▁	null	0.58	0.0	1.0
1	WAS▁	WAS▁	WAS▁	null	1.0	0.0	1.0
2	HO	HO	HO	null	1.0	0.0	1.0
3	P	P	P	null	0.98	0.0	1.0
4	ING▁	ING▁	ING▁	null	1.0	0.0	0.99
5	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
6	IF▁	IF▁	IF▁	null	0.94	0.0	1.0
7	THE▁	THE▁	THE▁	null	0.85	0.0	1.0
8	PA	PA	PA	null	0.99	0.0	1.0
9	PER▁	PER▁	PER▁	null	0.93	0.0	1.0
10	ON▁	ON▁	ON▁	null	1.0	0.0	1.0
11	WHICH▁	WHICH▁	WHICH▁	null	1.0	0.0	1.0
12	HE▁	HE▁	HE▁	null	0.88	0.0	1.0
13	W	W	W	null	1.0	0.0	1.0
14	RO	RO	RO	null	0.97	0.0	1.0
15	TE▁	TE▁	TE▁	null	1.0	0.0	0.99
16	WAS▁	WAS▁	WAS▁	null	1.0	0.0	1.0
17	TH	TH	TH	null	1.0	0.0	1.0
18	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
19	SOME▁	SOME▁	SOME▁	null	1.0	0.0	1.0
20	TRA	TRA	TRA	null	0.76	0.0	1.0
21	C	C	C	null	0.99	0.0	0.99
22	E▁	E▁	E▁	null	1.0	0.0	0.39
23	OF▁	OF▁	OF▁	null	0.99	0.0	0.98
24	IT▁	IT▁	IT▁	null	1.0	0.0	0.99
25	MIGHT▁	MIGHT▁	MIGHT▁	null	1.0	0.0	1.0
26	COME▁	COME▁	COME▁	null	0.99	0.0	1.0
27	THROUGH▁	THROUGH▁	THROUGH▁	null	1.0	0.0	1.0
28	UPON▁	UPON▁	UPON▁	null	1.0	0.0	1.0
29	THIS▁	THIS▁	THIS▁	null	1.0	0.0	0.99
30	PO	PO	PO	null	1.0	0.0	1.0
31	LI	LI	LI	null	0.98	0.0	1.0
32	SHED▁	SHED▁	SHED▁	null	1.0	0.0	0.87
33	SUR	SUR	SUR	null	0.64	0.0	1.0
34	FACE▁	FACE▁	FACE▁	null	1.0	0.0	1.0
35	NO▁	NO▁	NO▁	null	1.0	0.0	1.0
36	I▁	I▁	I▁	null	1.0	0.0	1.0
37	SEE▁	SEE▁	SEE▁	null	0.9	0.0	1.0
38	NOTHING▁	NOTHING▁	NOTHING▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0034
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	AS▁	AS▁	AS▁	null	0.63	0.0	0.99
1	HO	HO	HO	null	1.0	0.0	0.99
2	ME	ME▁	ME▁	null	0.6	0.0	0.55
3	D	THROUGH▁	THROUGH▁	null	0.85	0.0	0.99
4	THE▁	THE▁	THE▁	null	1.0	0.0	0.99
5	CUR	CUR	CUR	null	1.0	0.0	0.91
6	TA	T	T	null	0.87	0.03	0.54
7	IN▁	ON▁	ON▁	IN	0.49	0.26	0.33
8	I▁	I▁	I▁	null	0.93	0.0	0.98
9	WAS▁	WAS▁	WAS▁	null	1.0	0.0	1.0
10	A	A	A	null	1.0	0.0	1.0
11	W	W	W	null	1.0	0.0	0.87
12	ARE▁	ARE▁	ARE▁	null	0.93	0.0	0.95
13	FROM▁	FROM▁	FROM▁	null	0.99	0.0	1.0
14	SOME▁	SOME▁	SOME▁	null	0.97	0.0	1.0
15	LITTLE▁	LITTLE▁	LITTLE▁	null	1.0	0.0	1.0
16	RI	RI	RI	null	1.0	0.0	0.97
17	G	G	G	G	1.0	0.0	0.93
18	I	I	I	I	1.0	0.0	0.91
19	D	C	D▁	C	0.89	0.92	0.4
20	AND▁	AD	ITY▁	AD	0.75	1.0	0.2
21	AL	O	O	O	0.89	1.0	0.58
22	ER	DO	DO	DO	0.88	1.0	0.67
23	T	O	M▁	O	0.47	1.0	0.27
24	NESS▁	X	X	X	0.68	1.0	0.52
25	OF▁	▁	▁	null	0.5	0.81	0.73
26	HIS▁	HIS▁	HIS▁	null	0.8	0.0	0.98
27	AT	AT	AT	null	1.0	0.0	1.0
28	TI	TI	TI	null	1.0	0.0	1.0
29	TU	TU	TU	null	0.99	0.0	0.92
30	DE▁	DE▁	DE▁	null	0.99	0.0	0.98
31	THAT▁	THAT▁	THAT▁	null	0.99	0.0	1.0
32	HE▁	HE▁	HE▁	null	0.99	0.0	1.0
33	WAS▁	WAS▁	WAS▁	null	1.0	0.0	1.0
34	PRE	PRE	PRE	null	1.0	0.0	1.0
35	PAR	PAR	PAR	null	1.0	0.0	1.0
36	ED▁	ED▁	ED▁	null	1.0	0.0	0.86
37	FOR▁	FOR▁	FOR▁	null	1.0	0.0	1.0
38	AN▁	AN▁	AN▁	null	0.99	0.0	1.0
39	EM	EM	EM	null	0.6	0.0	1.0
40	ER	ER	ER	ER	1.0	0.04	0.99
41	GEN	IN	G	IN	0.63	0.61	0.93
42	C	C	C	C	1.0	0.28	0.84
43	Y▁	Y▁	Y▁	HE	0.82	0.84	0.14
==================================================

__________________________________________________
idx: 1580-141083-0035
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HO	HO	HO	null	0.91	0.0	0.97
1	L	M	M	M	0.99	0.01	0.96
2	ME	'	'	'	0.71	0.66	0.94
3	S▁	S▁	S▁	null	1.0	0.0	1.0
4	TURNED▁	TURNED▁	TURNED▁	null	0.96	0.0	1.0
5	AWAY▁	AWAY▁	AWAY▁	null	1.0	0.0	0.97
6	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
7	STO	STO	STO	null	0.99	0.0	1.0
8	O	O	O	O	0.99	0.0	0.9
9	P	P	P	U	0.99	0.0	0.4
10	ED▁	ED▁	ED▁	EL	1.0	0.0	0.31
11	SU	SU	SU	null	1.0	0.0	1.0
12	D	D	D	null	1.0	0.0	0.67
13	D	D	D	null	1.0	0.0	0.76
14	EN	EN	EN	UN	1.0	0.01	0.44
15	LY▁	LY▁	LY▁	TER	1.0	0.01	0.63
16	TO▁	TO▁	TO▁	null	1.0	0.0	1.0
17	THE▁	THE▁	THE▁	null	0.98	0.0	1.0
18	F	F	F	null	1.0	0.0	0.99
19	LO	LO	LO	null	0.98	0.0	1.0
20	OR▁	OR▁	OR▁	null	1.0	0.0	0.98
21	H	HU	HU	null	0.98	0.0	1.0
22	AL	L	L	null	1.0	0.0	1.0
23	LO	LO	LO	null	0.99	0.01	0.68
24	A▁	U	▁	U	0.91	0.96	0.64
25	A▁	H▁	H▁	H▁	1.0	1.0	0.94
26	W	WHAT▁	WHAT▁	null	0.99	0.0	0.99
27	S▁	IS▁	IS▁	null	1.0	0.0	1.0
28	THIS▁	THIS▁	THIS▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 1580-141083-0036
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HO	HO	HO	null	0.88	0.0	0.82
1	ME	ME	ME	M	0.69	0.02	0.93
2	S▁	S▁	S▁	S	1.0	0.05	0.42
3	HELD▁	HELD▁	HELD▁	null	0.74	0.0	1.0
4	IT▁	IT▁	IT▁	null	0.53	0.0	0.84
